ID,Project Code,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Lead Time (Days)
86334,109-TZ-T30,SO-37300,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,8/16/10,,2010-09-30,2010-09-10,10-Sep-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,44669,198777.05,4.45,0.15,Mylan (formerly Matrix) Nashik,No,,,428.56,
86335,104-CI-T30,SO-36880,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,,2010-09-30,2010-09-25,25-Sep-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,26076,116038.2,4.45,0.15,Mylan (formerly Matrix) Nashik,No,,,250.18,
86336,111-MZ-T30,SO-36020,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2/15/10,,2010-10-15,2010-10-29,29-Oct-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,71449,801657.78,11.22,0.19,"Aurobindo Unit III, India",No,,,1728.37,
86337,106-HT-T30,SO-36741,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/10,,2010-09-30,2010-10-07,7-Oct-10,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,70,156.8,2.24,0.07,"Aurobindo Unit III, India",No,,,0.34,
86338,105-GY-T30,SO-37400,Guyana,PMO - US,From RDC,N/A - From RDC,Air,8/30/10,,2010-11-23,2010-09-19,19-Sep-10,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,457,2211.88,4.84,0.05,"Aurobindo Unit III, India",No,,,4.77,
86339,105-GY-T30,SO-37400,Guyana,PMO - US,From RDC,N/A - From RDC,Air,8/30/10,,2010-11-23,2010-09-19,19-Sep-10,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,567,1145.34,2.02,0.01,"Aurobindo Unit III, India",No,,,2.47,
86340,110-ZM-T30,SO-36841,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,5/20/10,,2010-11-04,2010-10-12,12-Oct-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8200,36490.0,4.45,0.15,"Aurobindo Unit III, India",No,,,78.67,
86341,151-NG-T30,SO-37500,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/27/10,,2010-10-22,2010-11-10,10-Nov-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,48860,212052.4,4.34,0.14,"Aurobindo Unit III, India",No,,,457.18,
86342,151-NG-T30,SO-37500,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/27/10,,2010-10-22,2010-11-10,10-Nov-10,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,4100,9553.0,2.33,0.04,Hetero Unit III Hyderabad IN,No,,,20.6,
86343,110-ZM-T30,SO-36840,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,5/20/10,,2010-11-04,2010-10-22,22-Oct-10,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,40900,134152.0,3.28,0.05,"Cipla, Goa, India",Yes,3127.0,8109.92,289.23,
86344,102-UG-T30,SO-37480,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/16/10,,2010-10-20,2010-10-26,26-Oct-10,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,204,669.12,3.28,0.05,"Cipla, Goa, India",No,,,1.44,
86345,151-NG-T30,SO-37500,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/27/10,,2010-10-22,2010-11-10,10-Nov-10,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2500,18250.0,7.3,0.24,Mylan (formerly Matrix) Nashik,No,,,39.35,
86346,104-CI-T30,SO-37150,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,6/23/10,,2010-11-30,2010-11-26,26-Nov-10,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2480,18104.0,7.3,0.24,Mylan (formerly Matrix) Nashik,No,,,39.03,
86347,104-CI-T30,SO-37150,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,6/23/10,,2010-11-30,2010-11-26,26-Nov-10,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,1192,18476.0,15.5,0.26,"Aurobindo Unit III, India",No,,,39.83,
86348,151-NG-T30,SO-36463,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/10/10,,2010-11-16,2010-11-10,10-Nov-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,34650,89397.0,2.58,0.04,"Aurobindo Unit III, India",Yes,3934.0,20264.93,192.74,
86349,151-NG-T30,SO-37920,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/27/10,,2010-11-18,2010-11-09,9-Nov-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,11022,28436.76,2.58,0.04,"Aurobindo Unit III, India",No,,,61.31,
86350,111-MZ-T30,SO-37520,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2/18/10,,2010-12-14,2011-01-07,7-Jan-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,120099,1347510.78,11.22,0.19,"Aurobindo Unit III, India",Yes,16015.0,12239.88,2905.23,
86351,110-ZM-T30,SO-36851,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,5/20/10,,2010-11-26,2010-12-03,3-Dec-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,170000,768400.0,4.52,0.15,Mylan (formerly Matrix) Nashik,No,,,1656.67,
86352,110-ZM-T30,SO-36851,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,5/20/10,,2010-11-26,2010-12-03,3-Dec-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,59446,698490.5,11.75,0.39,Mylan (formerly Matrix) Nashik,No,,,1505.95,
86353,102-UG-T30,SO-37470,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/16/10,,2010-12-02,2010-11-29,29-Nov-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,10685,28422.1,2.66,0.04,Hetero Unit III Hyderabad IN,No,,,61.28,
86354,104-CI-T30,SO-37650,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,6/23/10,,2010-11-30,2010-12-22,22-Dec-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,100425,267130.5,2.66,0.04,"Strides, Bangalore, India.",Yes,6880.0,7826.75,575.93,
86355,200-DO-T30,SO-38020,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,10/25/10,,2011-01-31,2010-12-08,8-Dec-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,16000,136800.0,8.55,0.14,"Aurobindo Unit III, India",No,,,225.72,
86356,200-DO-T30,SO-38020,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,10/25/10,,2011-01-31,2010-12-08,8-Dec-10,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,439,1022.87,2.33,0.04,"Strides, Bangalore, India.",No,,,1.69,
86357,114-UG-T30,SO-37670,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/10,,2010-12-15,2010-12-01,1-Dec-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3570,30523.5,8.55,0.14,Hetero Unit III Hyderabad IN,Yes,294.0,2894.0,65.81,
86358,104-CI-T30,SO-38130,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,8/3/10,,2010-12-15,2010-12-15,15-Dec-10,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6438,46417.98,7.21,0.12,"Aurobindo Unit III, India",No,,,100.08,
86359,110-ZM-T30,SO-37331,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/10,,2011-01-31,2011-01-24,24-Jan-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,100000,266000.0,2.66,0.04,Hetero Unit III Hyderabad IN,Yes,6206.0,13411.32,573.5,
86360,202-GT-T30,SO-38260,Guatemala,PMO - US,From RDC,N/A - From RDC,Air,12/29/10,,2011-01-31,2011-01-24,24-Jan-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,879,2267.82,2.58,0.04,"Aurobindo Unit III, India",No,,,3.74,
86361,151-NG-T30,SO-38320,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/25/10,,2011-02-22,2011-02-16,16-Feb-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,51140,221947.6,4.34,0.14,"Aurobindo Unit III, India",No,,,478.52,
86362,151-NG-T30,SO-38320,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/25/10,,2011-02-22,2011-02-16,16-Feb-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1000,5560.0,5.56,0.09,"Strides, Bangalore, India.",No,,,11.99,
86363,151-NG-T30,SO-38390,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/25/10,,2011-02-17,2011-02-16,16-Feb-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,20418,88614.12,4.34,0.14,Mylan (formerly Matrix) Nashik,No,,,191.05,
86364,151-NG-T30,SO-38340,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/7/10,,2011-02-21,2011-02-16,16-Feb-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,77333,867676.26,11.22,0.19,"Aurobindo Unit III, India",Yes,11276.0,43548.0,1431.67,
86365,114-UG-T30,SO-37990,Uganda,PMO - US,From RDC,N/A - From RDC,Air,10/31/10,,2011-02-08,2010-12-23,23-Dec-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2550,11526.0,4.52,0.15,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",No,,,19.02,
86366,110-ZM-T30,SO-38590,Zambia,PMO - US,From RDC,N/A - From RDC,Air,8/20/10,,2011-02-28,2011-03-16,16-Mar-11,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,16200,251100.0,15.5,0.26,Mylan (formerly Matrix) Nashik,Yes,1583.0,8098.12,541.37,
86367,104-CI-T30,SO-38090,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,6/23/10,,2011-02-16,2011-02-22,22-Feb-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2084,4063.8,1.95,0.01,"Aurobindo Unit III, India",Yes,794.0,8758.36,8.76,
86368,104-CI-T30,SO-37720,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/4/10,,2011-03-31,2011-03-15,15-Mar-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2006,3911.7,1.95,0.01,"Aurobindo Unit III, India",No,,,8.43,
86369,104-CI-T30,SO-37720,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/4/10,,2011-03-31,2011-03-15,15-Mar-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,50000,125500.0,2.51,0.04,"Aurobindo Unit III, India",No,,,270.58,
86371,104-CI-T30,SO-38530,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/21/10,,2011-03-31,2011-03-29,29-Mar-11,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,1059,1588.5,1.5,0.02,"Aurobindo Unit III, India",No,,,2.62,
86372,110-ZM-T30,SO-38050,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,11/8/10,,2011-04-15,2011-04-05,5-Apr-11,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,20000,317800.0,15.89,0.26,Mylan (formerly Matrix) Nashik,No,,,524.37,
86373,114-UG-T30,SO-37970,Uganda,PMO - US,From RDC,N/A - From RDC,Air,10/31/10,,2011-04-05,2011-04-01,1-Apr-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,972,2507.76,2.58,0.04,"Strides, Bangalore, India.",Yes,58.0,5596.5,4.14,
86374,104-CI-T30,SO-38540,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/21/10,,2011-04-20,2011-06-10,10-Jun-11,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,14440,157684.8,10.92,0.36,Mylan (formerly Matrix) Nashik,No,,,260.18,
86375,109-TZ-T30,SO-39010,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,3/7/11,,2011-04-07,2011-03-31,31-Mar-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,27769,117185.18,4.22,0.14,Hetero Unit III Hyderabad IN,No,,,193.36,
86376,151-NG-T30,SO-39180,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/7/10,,2011-06-21,2011-05-11,11-May-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,30000,597600.0,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,3272.0,12601.07,986.04,
86377,151-NG-T30,SO-39190,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/7/10,,2011-06-21,2011-05-10,10-May-11,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,21200,49396.0,2.33,0.04,"Aurobindo Unit III, India",Yes,1012.0,12601.07,81.5,
86378,200-ZW-T30,SO-39290,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,,2011-04-20,2011-05-20,20-May-11,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,1884,6123.0,3.25,0.05,"Aurobindo Unit III, India",No,,,13.2,
86379,111-MZ-T30,SO-39300,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,,2011-05-31,2011-05-25,25-May-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,23450,101304.0,4.32,0.14,"Aurobindo Unit III, India",Yes,2068.0,3936.86,167.15,
86380,110-ZM-T30,SO-38970,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/15/10,,2011-04-11,2011-05-20,20-May-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,10927,27426.77,2.51,0.04,Hetero Unit III Hyderabad IN,No,,,59.13,
86381,114-UG-T30,SO-38810,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/14/11,,2011-05-11,2011-05-24,24-May-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,10500,26355.0,2.51,0.04,"Strides, Bangalore, India.",No,,,43.49,
86382,114-UG-T30,SO-39330,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/14/11,,2011-05-11,2011-05-24,24-May-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14893,123016.18,8.26,0.14,"Aurobindo Unit III, India",No,,,202.98,
86384,200-ZW-T30,SO-37880,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,,2011-05-31,2011-06-13,13-Jun-11,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,20000,85000.0,4.25,0.07,Mylan (formerly Matrix) Nashik,No,,,183.26,
86385,151-NG-T30,SO-39610,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/11,,2011-06-15,2011-07-06,6-Jul-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,87357,980145.54,11.22,0.19,Mylan (formerly Matrix) Nashik,No,,,1617.24,
86386,110-ZM-T30,SO-39020,Zambia,PMO - US,From RDC,N/A - From RDC,Air,3/1/11,,2011-05-11,2011-06-13,13-Jun-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,10000,18000.0,1.8,0.01,"Aurobindo Unit III, India",Yes,3637.0,9499.46,29.7,
86387,151-NG-T30,SO-39690,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/7/10,,2011-06-21,2011-07-05,5-Jul-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,17376,43613.76,2.51,0.04,"Strides, Bangalore, India.",Yes,1237.0,13398.06,71.96,
86388,151-NG-T30,SO-39700,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/11,,2011-06-15,2011-07-06,6-Jul-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,64995,163137.45,2.51,0.04,"Strides, Bangalore, India.",Yes,4618.0,13398.06,269.18,
86389,105-GY-T30,SO-39720,Guyana,PMO - US,From RDC,N/A - From RDC,Air,5/4/11,,2011-10-27,2011-06-15,15-Jun-11,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,917,6437.34,7.02,0.12,"Aurobindo Unit III, India",No,,,10.62,
86390,100-BJ-T30,SO-39790,Benin,PMO - US,From RDC,N/A - From RDC,Air,5/15/11,,2011-06-13,2011-06-09,9-Jun-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,14081,35343.31,2.51,0.04,"Strides, Bangalore, India.",No,,,58.32,
86391,110-ZM-T30,SO-37800,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/15/10,,2011-04-30,2011-06-20,20-Jun-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,31043,77917.93,2.51,0.04,Hetero Unit III Hyderabad IN,Yes,1785.0,7962.25,167.99,
86392,104-CI-T30,SO-39870,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/21/10,,2011-06-30,2011-06-26,26-Jun-11,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,4965,10426.5,2.1,0.01,"Aurobindo Unit III, India",Yes,1784.0,2503.33,17.2,
86393,106-HT-T30,SO-39910,Haiti,PMO - US,From RDC,N/A - From RDC,Air,12/14/10,,2011-07-19,2011-06-28,28-Jun-11,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,630,6104.7,9.69,0.11,"Aurobindo Unit III, India",No,,,10.07,
86394,111-MZ-T30,SO-39830,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,,2011-08-31,2011-09-01,1-Sep-11,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,6250,12625.0,2.02,0.01,"Aurobindo Unit III, India",Yes,2409.0,3525.03,20.83,
86395,151-NG-T30,SO-40170,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/11,,2011-07-22,2011-07-06,6-Jul-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,29349,258858.18,8.82,0.29,Mylan (formerly Matrix) Nashik,Yes,2808.0,13398.06,427.12,
86396,114-UG-T30,SO-38801,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/14/11,,2011-08-05,2011-08-05,5-Aug-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,11549,28987.99,2.51,0.04,"Strides, Bangalore, India.",No,,,47.83,
86397,111-MZ-T30,SO-38633,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,,2011-08-31,2011-09-15,15-Sep-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,26308,224933.4,8.55,0.14,"Aurobindo Unit VII, IN",No,,,371.14,
86398,104-CI-T30,SO-40121,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/3/11,,2011-09-27,2011-09-12,12-Sep-11,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,17251,181825.54,10.54,0.35,"Aurobindo Unit III, India",No,,,300.01,
86399,151-NG-T30,SO-39161,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2/21/11,,2011-08-31,2011-08-03,3-Aug-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,2000,11120.0,5.56,0.09,"Cipla, Goa, India",Yes,209.0,2136.53,18.35,
86400,114-UG-T30,SO-40220,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,7/13/11,,2011-09-22,2011-08-26,26-Aug-11,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1684,11821.68,7.02,0.12,Hetero Unit III Hyderabad IN,No,,,19.51,
86401,104-CI-T30,SO-40130,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/3/11,,2011-09-27,2011-09-10,10-Sep-11,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,17820,41520.6,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,955.0,12606.03,68.51,
86402,900-GH-T30,SO-40000,Ghana,PMO - US,From RDC,N/A - From RDC,Air,6/13/11,,2011-11-14,2011-11-14,14-Nov-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,45084,113160.84,2.51,0.04,Hetero Unit III Hyderabad IN,No,,,186.72,
86403,110-ZM-T30,SO-38741,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2/3/11,,2011-09-29,2011-08-29,29-Aug-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,25000,62750.0,2.51,0.04,Mylan (formerly Matrix) Nashik,No,,,103.54,
86404,113-ZW-T30,SO-38511,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,1/19/11,,2011-09-30,2011-09-19,19-Sep-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6392,26974.24,4.22,0.14,Hetero Unit III Hyderabad IN,No,,,44.51,
86405,114-UG-T30,SO-38800,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/14/11,,2011-08-05,2011-08-24,24-Aug-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,30000,246900.0,8.23,0.27,Mylan (formerly Matrix) Nashik,No,,,407.38,
